shRNA,count
Actl6b.1,1115
Actl6b.2,7375
Actl6b.3,2446
Actl6b.4,27212
Aff1.1,5857
Aff1.2,536
Aff1.3,27072
Aff1.4,5820
Aff4.1,61
Aff4.2,11115
Aff4.3,16644
Aff4.4,26941
Arid2.1,27157
Arid2.2,54847
Arid2.3,16
Arid2.4,12787
Ash1l.1,42436
Ash1l.2,13108
Ash1l.3,2409
Ash1l.4,15965
Ash2l.1,36050
Ash2l.2,8075
Ash2l.3,1690
Ash2l.4,45
Asxl1.1,2575
Asxl1.2,15286
Asxl1.3,259
Asxl1.4,30120
Asxl2.1,26270
Asxl2.2,9512
Asxl2.3,9350
Asxl2.4,982840
Asxl3.1,587111
Asxl3.2,44357
Asxl3.3,47489
Asxl3.4,22225
Atad2.1,4857
Atad2.2,21163
Atad2.3,14116
Atad2.4,19837
Atad2b.1,32095
Atad2b.2,8518
Atad2b.3,31688
Atad2b.4,39544
Atm.1,16988
Atm.2,16426
Atm.3,30943
Atm.4,13642
Atr.1,9045
Atr.2,35873
Atr.3,44940
Atr.4,26733
Atrx.1,1057
Atrx.2,2987
Atrx.3,50401
Atrx.4,7978
Aurkb.1,53218
Aurkb.2,151
Aurkb.3,4167
Aurkb.4,1183
Baz1a.1,1325
Baz1a.2,1462592
Baz1a.3,0
Baz1a.4,31222
Baz1b.1,79013
Baz1b.2,266828
Baz1b.3,24818
Baz1b.4,1178
Baz2a.1,10895
Baz2a.3,0
Baz2a.4,392
Baz2b.1,189439
Baz2b.2,35064
Baz2b.3,3520
Baz2b.4,20800
Bcl6.2,54676
Bcl6.3,453
Bmi1.1,41535
Bmi1.2,4168
Bmi1.3,10537
Bmi1.4,80367
Bop1.1,6192
Bop1.2,8458
Bop1.3,3083
Bop1.4,20
Bptf.1,3155
Bptf.2,1195
Bptf.3,4498
Bptf.4,4100
Brd1.1,10620
Brd1.2,228745
Brd1.3,545
Brd1.4,3
Brd2.1,245
Brd2.2,737
Brd2.3,450
Brd2.4,10931
Brd3.1,6070
Brd3.2,93380
Brd3.3,3834
Brd3.4,152
Brd4.1,1375
Brd4.2,3389
Brd4.3,752
Brd4.4,21547
Brd8.1,10022
Brd8.2,14336
Brd8.3,5247
Brd8.4,23575
Brd9.2,3387
Brd9.3,8953
Brd9.4,3292
Brpf1.1,397
Brpf1.2,23641
Brpf1.3,12574
Brpf1.4,9532
Brpf3.1,13997
Brpf3.2,4
Brpf3.3,14232
Brpf3.4,6715
Brwd1.1,91406
Brwd1.2,339
Brwd1.3,3613
Brwd1.4,9740
Brwd3.1,52688
Brwd3.2,50259
Brwd3.3,6319
CD4.1,5
CD4.2,239
CD4.3,3069
CD4.4,50822
CDK9.1,430615
CDK9.2,441
CDK9.3,20706
Carm1.1,3758
Carm1.2,41931
Carm1.3,5206
Carm1.4,736
Cbx1.1,28526
Cbx1.2,68057
Cbx1.3,18502
Cbx1.4,53285
Cbx3.1,321578
Cbx3.2,2081
Cbx3.3,59579
Cbx3.4,206164
Cbx4.1,11793
Cbx4.2,284506
Cbx4.3,616
Cbx4.4,13362
Cbx5.1,64272
Cbx5.2,65385
Cbx5.3,2414
Cbx5.4,5027
Cbx6.1,695
Cbx6.2,6974
