shRNA,count
Bcl6.2,11350
Bcl6.3,27394
CD4.1,132
CD4.2,1118
CD4.3,7311
CD4.4,32029
Cd14.2,2629
Cd4.5,1438
Fosb.2,1438
Hes1.2,8015
Hes1.3,2690
Hes6.3,16
Id2.2,604
Id2.3,13180
Id2.4,7328
Id2.5,1978
Id3.2,9997
Id3.3,24288
Id3.4,2049
Id3.5,27
Jmjd5.1,2260
Jmjd5.2,1219
Jmjd5.3,80804
Jmjd5.4,36877
Jmjd6.1,10627
Jmjd6.2,93984
Jmjd6.3,2350
Jmjd6.4,1764
Kat2a.1,3
Kat2a.2,0
Kat2a.3,42784
Kat2b.1,4210
Kat2b.3,76843
Kat2b.4,540
Kat5.1,17620
Kat5.3,3786
Kat5.4,126880
Kdm1a.1,43321
Kdm1a.2,26303
Kdm1a.3,32249
Kdm1a.4,44777
Kdm1b.1,33838
Kdm1b.2,10570
Kdm1b.3,5381
Kdm1b.4,11651
Kdm2a.1,3348
Kdm2a.2,33785
Kdm2a.3,26847
Kdm2a.4,5329
Kdm2b.1,1692
Kdm2b.2,24120
Kdm2b.3,6334
Kdm2b.4,1474
Kdm3a.1,9928
Kdm3a.2,18756
Kdm3a.3,102557
Kdm3a.4,2715
Kdm3b.2,20252
Kdm3b.3,9907
Kdm3b.4,4068
Kdm4a.1,57371
Kdm4a.2,1375
Kdm4a.3,54156
Kdm4a.4,5123
Kdm4c.1,106400
Kdm4c.2,41544
Kdm4c.3,37416
Kdm4c.4,6013
Kdm4d.1,63580
Kdm4d.2,115408
Kdm4d.3,977
Kdm4d.4,18863
Kdm5a.1,70237
Kdm5a.3,28987
Kdm5a.4,6023
Kdm5b.1,453
Kdm5b.2,12208
Kdm5b.3,37032
Kdm5b.4,7677
Kdm5c.2,113440
Kdm5c.3,16133
Kdm5c.4,7264
Kdm5d.1,40038
Kdm5d.2,6793
Kdm5d.3,29430
Kdm5d.4,93
Kdm6a.1,8795
Kdm6a.2,14031
Kdm6a.3,13339
Kdm6a.4,3797
Kdm6b.1,4301
Kdm6b.2,3659
Kdm6b.3,8747
Kdm6b.4,653
Klf12.4,651
Klf12.5,9272
Klf2.2,1428
Klf2.3,90
Klf2.4,4021
Klf2.5,0
Klf2.6,3357
Klf2.7,629
L3mbtl1.1,1660
L3mbtl1.2,16098
L3mbtl1.4,44631
L3mbtl2.1,5777
L3mbtl2.3,519
L3mbtl2.4,3015
L3mbtl3.1,2396
L3mbtl3.2,4332
L3mbtl3.3,8124
L3mbtl3.4,51334
L3mbtl4.1,28135
L3mbtl4.2,61942
L3mbtl4.3,4323
L3mbtl4.4,4072
Mbd1.1,41463
Mbd1.2,1070
Mbd1.3,2979
Mbd1.4,35248
Mbd2.2,2961
Mbd2.3,12561
Mbd2.4,3427
Mbd3.1,4536
Mbd3.2,69377
Mbd3.3,402
Mbd3.4,2677
Mbd4.1,122218
Mbd4.2,20304
Mbd4.3,29776
Mbd4.4,19018
Mecom.1,7640
Mecom.2,1992
Mecom.3,7667
Mecom.4,7376
Men1.1,2964
Men1.3,3912
Men1.4,20199
Mll1.1,815
Mll1.2,38796
Mll1.3,31128
Mll1.4,1029
Mll2.1,62258
Mll2.2,104439
Mll2.3,1295
Mll2.4,614
Mll3.2,72738
Mll3.3,13849
Mll3.4,11950
Mll5.1,148315
Mll5.2,27879
Mll5.3,15643
Mll5.4,13561
Morf4l1.3,27417
Morf4l1.4,58769
Ms4a1.2,11280
Msl3.1,10635
Msl3.2,12871
Msl3.3,32624
Msl3.4,4099
Mta1.1,10391
Mta1.2,56
Mta1.3,4532
Mta1.4,50898
Mta2.1,22097
