gene_name,gene_name2,interation,source_appearance,source_appearance_sqrt
EP300,SATB1,pp,58,7.615773105863909
CHD4,L3MBTL2,pp,60,7.745966692414834
DNMT3B,MBD4,pp,33,5.744562646538029
CBX3,CHAF1B,pp,38,6.164414002968976
RNF2,SMARCA4,pp,74,8.602325267042627
NCOA3,SETDB1,pp,16,4.0
CHD9,PRKCD,pp,2,1.4142135623730951
HDAC1,HELLS,pp,91,9.539392014169456
SIN3B,SMARCA4,pp,15,3.872983346207417
HDAC2,TET2,pp,78,8.831760866327848
EP300,ING5,pp,58,7.615773105863909
SMARCA4,SMARCB1,pp,60,7.745966692414834
CHAF1B,SETDB1,pp,10,3.1622776601683795
EP300,KAT6A,pp,58,7.615773105863909
HDAC9,SIN3B,pp,11,3.3166247903554
BRCA1,ERCC5,pp,56,7.483314773547883
CBX4,KDM2B,pp,26,5.0990195135927845
EPC2,MORF4L1,pp,9,3.0
EPC1,RNF2,pp,16,4.0
ACTB,EPC1,pp,18,4.242640687119285
EZH2,SMARCC1,pp,105,10.246950765959598
CBX3,CHD1L,pp,38,6.164414002968976
PCGF2,PHC1,pp,15,3.872983346207417
BAZ1B,SMARCA5,pp,15,3.872983346207417
PRMT5,SIN3A,pp,37,6.082762530298219
PHC1,SFMBT2,pp,20,4.47213595499958
CHD7,SMARCC2,pp,18,4.242640687119285
HDAC1,PRDM4,pp,91,9.539392014169456
DNMT3L,HDAC1,pp,7,2.6457513110645907
CHD3,CHD5,pp,51,7.14142842854285
ARID1B,SMARCD3,pp,20,4.47213595499958
GTF2F1,TAF1,pp,10,3.1622776601683795
HDAC10,TRIM28,pp,5,2.23606797749979
BRCA1,NCOA3,pp,56,7.483314773547883
EP300,PRKCD,pp,58,7.615773105863909
BRDT,SMARCE1,pp,2,1.4142135623730951
KDM4A,NCOR1,pp,9,3.0
CBX2,DNMT3B,pp,13,3.605551275463989
CBX6,ELP4,pp,16,4.0
BRD3,BRD4,pp,6,2.449489742783178
CHD7,SMARCA4,pp,18,4.242640687119285
BAZ1B,SMARCA4,pp,15,3.872983346207417
H2AFZ,UBE2E1,pp,12,3.4641016151377544
KDM6B,SMARCC1,pp,16,4.0
KMT2E,SIN3A,pp,6,2.449489742783178
EPC1,KAT7,pp,16,4.0
MBD3,SMARCA5,pp,29,5.385164807134504
KDM4C,SMARCA4,pp,10,3.1622776601683795
HELLS,L3MBTL2,pp,10,3.1622776601683795
KAT5,PSIP1,pp,30,5.477225575051661
EED,SMARCA1,pp,87,9.327379053088816
EZH2,TRIM28,pp,105,10.246950765959598
KDM1A,POLR2B,pp,49,7.0
CHD4,PAF1,pp,60,7.745966692414834
HDAC11,POLR2B,pp,6,2.449489742783178
SMARCA4,SMARCD3,pp,60,7.745966692414834
PBRM1,SMARCC1,pp,24,4.898979485566356
KDM2B,RNF2,pp,15,3.872983346207417
RBBP5,SMARCC1,pp,29,5.385164807134504
EED,SMARCA4,pp,87,9.327379053088816
EP400,HCFC1,pp,23,4.795831523312719
BRWD1,SMARCA4,pp,1,1.0
KDM4A,SMARCA4,pp,9,3.0
ACTL6A,EPC1,pp,33,5.744562646538029
RPA3,SMARCC2,pp,14,3.7416573867739413
SIRT3,SIRT5,pp,2,1.4142135623730951
DNMT3L,EHMT2,pp,7,2.6457513110645907
HCFC1,RBBP5,pp,32,5.656854249492381
MTA2,PHF20L1,pp,29,5.385164807134504
TRIM28,UBE2I,pp,48,6.928203230275509
EHMT2,JARID2,pp,35,5.916079783099616
EPC2,EZH2,pp,9,3.0
DOT1L,SIRT1,pp,5,2.23606797749979
EP300,NCOA1,pp,58,7.615773105863909
CHD5,MTA2,pp,13,3.605551275463989
EP300,MECP2,pp,58,7.615773105863909
ACTB,SMARCA4,pp,18,4.242640687119285
BMI1,KAT5,pp,57,7.54983443527075
KDM3B,SMYD3,pp,3,1.7320508075688772
KDM5C,RING1,pp,13,3.605551275463989
MORF4L1,SIN3A,pp,24,4.898979485566356
HDAC1,TRIM28,pp,91,9.539392014169456
PHC1,PHC3,pp,20,4.47213595499958
ATM,MTA3,pp,23,4.795831523312719
CBX3,KDM2B,pp,38,6.164414002968976
DMAP1,KAT5,pp,18,4.242640687119285
