Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
B02,Chd3.1,1861.75252,2397.17915,30.03120125,35.12049524,5.928237129,0.858034321,73.72201968
B03,Cxxc1.1,1684.724194,4334.328331,29.04808636,26.5008223,4.121687929,0.588812561,73.83380838
B04,Dmap1.1,3269.47659,6014.071258,26.31578947,26.89532069,2.756892231,0.501253133,95.38000469
B05,Ctsl.1,2816.923841,5929.279534,46.84684685,21.66604813,3.603603604,0.45045045,57.84566807
B06,Chd5.1,2987.754238,4438.134044,28.95696572,17.87001185,2.99051787,1.021152443,72.1478792
B07,Dot1l.1,2692.310643,6092.262715,30.91216216,19.01407925,2.702702703,0.45045045,69.51876705
B08,Dnmt3a.1,2983.92723,6371.5732,27.9905716,18.47161889,2.710665881,0.412492634,67.4411206
B09,Chd9.1,3217.481944,5446.910083,29.74461693,24.85423635,2.754131197,0.300450676,66.65520518
B10,Chd4.1,2673.462577,7328.502777,32.01267829,24.05915892,3.486529319,1.584786054,74.45128446
B11,Dnmt3b.1,2588.415858,5774.248591,25.46391753,20.02590302,2.010309278,0.360824742,46.31242888
C02,Dnmt3a.2,2662.170407,7372.901991,23.1316726,23.92504043,3.855278766,0.889679715,70.28728577
C03,Chd6.1,3402.816643,6876.786541,33.19415449,22.4826657,2.922755741,0.626304802,66.57236511
C04,Chd3.2,3255.605831,7464.956903,29.92424242,23.51477655,4.545454545,1.325757576,82.04990879
C05,Dnmt3b.2,2845.237396,5045.621481,24.63556851,22.23643605,4.227405248,0.364431487,48.36268047
C06,Dnmt1.1,2743.044746,6320.759458,25.80645161,21.06455825,3.553854565,0.437397485,60.21153689
C07,Dmap1.2,4575.671747,11033.5534,32.45033113,26.23053091,7.284768212,0.927152318,110.9552872
C08,Chd5.2,3375.017326,7319.434263,30.79584775,26.75994213,5.074971165,0.92272203,77.67828013
C09,Dnmt3l.1,3299.145176,6165.024295,30.83149375,20.84350508,3.605592347,0.588668138,50.87627202
C10,Cxxc1.2,2126.141119,2764.829472,38.88888889,36.08329896,11.11111111,5.555555556,37.33833865
C11,Crebbp.1,2345.576531,7058.212044,31.76972281,33.58097593,5.277185501,0.799573561,63.6859192
D02,Chd4.2,2663.53564,8103.242625,34.39550141,22.20622246,2.530459231,0.562324274,72.8844533
D03,Dnmt3l.2,3638.501144,5776.808655,31.23784835,28.26086906,5.379131562,1.360985094,80.3191007
D04,Cxxc1.3,2199.772132,4798.257893,28.81002088,31.32848657,4.279749478,1.14822547,61.84420719
D05,Chd8.1,4212.694047,8795.641885,35.41009464,19.14524739,2.760252366,0.197160883,103.4507119
D06,Chd6.2,3433.254647,7443.912039,27.86016949,23.94207743,3.601694915,0.31779661,86.08870179
D07,Dnmt3l.3,2639.180821,5894.153792,39.10690122,25.89976667,4.803788904,0.473612991,58.78500702
D08,Dnmt1.2,2837.935093,6482.376109,30.06024096,24.76226185,2.65060241,0.421686747,64.90133669
D09,Chd9.2,3319.909639,6806.087027,35.77052868,28.63500101,4.724409449,0.449943757,75.38459364
D10,Chd3.3,2826.230816,6749.426813,34.92569002,22.1919434,3.184713376,0.42462845,50.2240206
D11,Dot1l.2,3155.936673,3178.648487,35.92592593,22.06556055,4.444444444,0.833333333,72.2578244
E02,Crebbp.2,2794.54839,7222.480254,32.33944954,21.92674487,3.669724771,1.376146789,75.79509208
E03,Ctsl.2,2837.001241,2785.563484,29.38331318,27.48694599,6.287787183,3.264812576,57.57301175
E04,Chd3.4,3405.23088,6731.741791,28.918746,26.28894264,3.262955854,0.511836212,89.12771309
E05,Dnmt3a.3,3095.163481,8015.009853,23.29545455,24.43929423,3.503787879,0.662878788,68.20390165
E06,Dmap1.3,4232.207534,8182.539131,30.74204947,27.07361491,3.71024735,0.176678445,80.32884698
E07,Chd8.2,3882.658036,7826.341773,33.81410256,22.41468322,4.006410256,0.721153846,101.7174448
E08,Chd4.3,3385.881717,6015.953079,34.65396189,26.24428592,3.259779338,0.601805416,62.64671282
E09,Dnmt3b.3,3889.983528,6616.385388,33.79854369,24.38294527,2.669902913,0.546116505,81.08409078
E10,Dnmt1.3,3217.955333,6766.666998,29.41176471,21.31147073,3.529411765,0.64171123,87.48160786
E11,Chd9.3,3006.350688,8465.778327,24.970964,26.96486476,3.890824623,0.754936121,77.7435486
F02,Chd5.3,3155.669151,5637.253312,37.53213368,21.18077732,2.699228792,0.642673522,80.17340203
F03,Dot1l.3,2712.061943,7396.894735,30.96192385,24.50997381,3.80761523,0.701402806,74.41225736
F04,Dmap1.4,3303.138086,7676.744591,32.65550239,27.05819289,2.990430622,0.956937799,82.879889
F05,Chd8.3,2366.579293,5571.457102,33.33333333,25.210476,3.281133482,0.820283371,84.58920517
F06,Chd6.3,3558.128648,6573.470903,34.62566845,24.88530968,4.946524064,0.735294118,86.38634865
F07,Dnmt3a.4,3369.091559,7795.709753,32.13429257,24.80896882,4.476418865,1.438848921,83.99395535
F08,Ctsl.3,3425.650033,9520.127524,35.33393502,29.84942569,3.971119134,0.767148014,75.19781544
F09,Crebbp.3,3317.364311,6839.368522,39.53488372,22.78951597,2.836074872,0.283607487,95.77360715
F10,Chd6.4,3514.507121,7185.215738,36.00227144,20.93749331,2.668938103,0.624645088,81.07057347
F11,Dnmt3b.4,2985.915056,6388.256807,30,27.50307512,4.769230769,0.769230769,83.88648138
G02,Dnmt1.4,2224.058521,6749.398236,13.74592834,26.20865832,5.146579805,2.736156352,74.90613481
G03,Crebbp.4,2840.265302,7903.537469,33.1797235,28.63255348,2.764976959,0.368663594,78.16400349
G04,Chd4.4,2494.764051,8860.583835,24.71264368,27.53176681,3.639846743,1.53256705,83.18385962
G05,Dot1l.4,3285.231415,6894.822491,28.3902439,26.76606849,5.268292683,0.975609756,64.48163221
G06,Dnmt3l.4,2719.276236,7764.773631,22.11538462,26.0089969,3.739316239,0.427350427,71.64680537
G07,Chd8.4,4289.440473,8832.733918,30.74935401,20.20547621,4.457364341,0.452196382,116.7619073
G08,Chd5.4,3636.398872,4569.070267,28.72628726,22.31776895,2.764227642,0.596205962,75.97219132
G09,Cxxc1.4,1452.167815,3455.256199,22.51655629,36.46804123,3.263954588,0.898770104,52.17804068
G10,Chd9.4,3247.652195,5973.646872,31.30870382,22.15392056,3.44395742,0.814026299,55.05459331
G11,Ctsl.4,3109.80973,8608.138599,30.78291815,21.60806084,3.440094899,0.533807829,76.16283195
