shRNA,count
Actl6b.1,3124
Actl6b.2,33681
Actl6b.3,13943
Actl6b.4,21694
Aff1.1,3260
Aff1.2,1721
Aff1.3,37505
Aff1.4,1379
Aff4.1,125
Aff4.2,10631
Aff4.3,18846
Aff4.4,15260
Arid2.1,33012
Arid2.2,139567
Arid2.3,1251
Arid2.4,30313
Ash1l.1,20997
Ash1l.2,28800
Ash1l.3,9963
Ash1l.4,6566
Ash2l.1,60622
Ash2l.2,39041
Ash2l.3,2134
Ash2l.4,0
Asxl1.1,10441
Asxl1.2,7179
Asxl1.3,398
Asxl1.4,48571
Asxl2.1,54347
Asxl2.2,13394
Asxl2.3,16180
Asxl3.2,102443
Asxl3.3,28875
Asxl3.4,51970
Atad2.1,4507
Atad2.2,15609
Atad2.3,36885
Atad2.4,38586
Atad2b.1,63416
Atad2b.2,7126
Atad2b.3,25491
Atad2b.4,23441
Atm.1,27630
Atm.2,15993
Atm.3,141022
Atm.4,2265
Atr.1,6260
Atr.2,28057
Atr.3,58631
Atr.4,19161
Atrx.1,723
Atrx.2,19043
Atrx.3,117755
Atrx.4,38722
Aurkb.1,86784
Aurkb.2,114
Aurkb.3,9320
Aurkb.4,4295
Baz1a.1,8600
Baz1a.2,47278
Baz1a.3,0
Baz1a.4,59362
Baz1b.1,43241
Baz1b.3,43986
Baz1b.4,2040
Baz2a.1,5201
Baz2a.3,0
Baz2a.4,12899
Baz2b.2,49067
Baz2b.3,54466
Baz2b.4,27918
Bcl6.2,68488
Bcl6.3,1012
Bmi1.1,6385
Bmi1.2,8153
Bmi1.3,4587
Bop1.1,4330
Bop1.2,9080
Bop1.3,11289
Bop1.4,42
Bptf.1,4554
Bptf.2,16960
Bptf.3,16454
Bptf.4,5377
Brd1.1,17548
Brd1.2,87362
Brd1.3,9220
Brd1.4,1148
Brd2.1,5951
Brd2.2,7365
Brd2.3,21175
Brd2.4,6692
Brd3.1,7364
Brd3.2,122757
Brd3.3,11709
Brd3.4,57
Brd4.1,1062
Brd4.2,1131
Brd4.3,1883
Brd4.4,1599
Brd8.1,8490
Brd8.2,8902
Brd8.3,35760
Brd8.4,36271
Brd9.2,17587
Brd9.3,30863
Brd9.4,1176
Brpf1.1,663
