Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
B02,Hdac7.1,1674.180009,104.6292841,24.93917275,4323.868575,93.18734793,42.70072993,429.6614067
B03,Ing4.1,1489.010973,98.08922628,30.37306042,4659.567237,94.61868603,55.9590624,677.2244508
B04,Ing5.1,1586.676535,82.68850941,23.04526749,4492.645308,93.33333333,53.25102881,671.9929643
B05,Ing3.1,1776.248654,104.5233316,27.25080386,5442.688272,94.77491961,60.53054662,600.6440961
B06,Hdac9.1,1135.243319,44.42816365,52.63157895,3107.027431,84.21052632,31.57894737,439.2063946
B07,Jmjd4.1,1670.109785,92.86307864,24.54036771,5319.771038,95.60351719,46.52278177,634.7002034
B08,Jarid2.1,1662.696197,117.3529326,32.18150087,5185.262262,95.81151832,61.60558464,675.7068584
B09,Hltf.1,1919.301838,202.7345286,25.90304183,5623.049291,96.62547529,56.27376426,642.4231259
B10,Hdac8.1,1513.452934,107.158867,23.65030675,5754.119291,96.04294479,55.42944785,555.0441046
B11,Jhdm1d.1,1559.851867,126.6304335,27.24935733,4518.481879,93.40188518,44.0445587,615.1780708
C02,Jarid2.2,1591.382388,283.7141855,41.98895028,3979.323737,92.81767956,53.03867403,662.064772
C03,Hells.1,1323.280898,65.49315486,25.98371777,4474.66093,94.02985075,49.20850294,643.6365648
C04,Hdac7.2,1450.220847,74.68334758,26.73553719,4969.587711,94.54545455,55.04132231,629.8359451
C05,Jhdm1d.2,1433.24269,42.71356278,25.42579075,4692.321343,94.28223844,49.8783455,693.5545316
C06,Ino80.1,1388.270542,81.13256606,22.61484099,4551.126222,93.82803298,45.1590106,552.5045205
C07,Ing5.2,1049.848778,51.46369828,26.52329749,4555.78272,95.07168459,57.88530466,743.4149362
C08,Hdac9.2,1444.894676,63.61259981,24.64387464,4842.146029,94.72934473,58.4045584,844.5094723
C09,Jmjd1c.1,428.8776951,292.0815899,40,246.1274815,60,40,160.831168
C10,Ing4.2,1559.510803,92.60661372,29.24137931,4583.832923,92.27586207,46.27586207,550.0198616
C11,Ing2.1,1427.444801,71.15966942,24.3063263,5195.186997,95.30151683,58.12060673,851.2907383
D02,Hdac8.2,1500.169609,110.6570253,35.66546039,4874.12565,94.25010052,45.87856856,502.6247036
D03,Jmjd1c.2,1691.577689,153.4604502,33.03482587,4372.924559,93.23383085,47.21393035,659.1589504
D04,Ing4.3,1151.429613,61.93944603,31.62162162,4830.363864,95.94594595,50.81081081,617.4172071
D05,Hira.1,1833.639708,47.99871372,29.21306607,5721.32005,94.61766889,65.18188567,837.8329524
D06,Hells.2,1437.993348,59.55127538,30.26444662,4995.279406,94.98041136,50.36728697,697.1047817
D07,Jmjd1c.3,845.5087889,76.61779293,35.29411765,2158.463847,64.70588235,47.05882353,343.3796166
D08,Ino80.2,1396.807188,33.05140941,28.9632729,4294.659116,92.93351929,66.10878661,708.1450715
D09,Hltf.2,1557.701109,124.9256452,27.946593,5454.012639,96.36279926,62.43093923,714.271005
D10,Hdac7.3,1512.362743,78.24233705,22.61712439,4484.342291,93.69951535,51.05008078,652.5905002
D11,Jmjd4.2,1381.009576,98.20136703,28.18217205,5716.453041,96.1852861,50.79797587,765.5491127
E02,Ing2.2,1059.772003,44.38019872,21.9858156,4317.661604,93.00911854,41.13475177,446.5768033
E03,Ing3.2,1091.903932,53.52163974,23.7649063,4163.044974,93.55479841,48.8358887,526.970403
E04,Hdac7.4,1340.068575,65.05648461,25.8812168,4866.400115,93.48140995,50.07242878,561.1741127
E05,Jarid2.3,1381.776589,88.63316464,30.37142857,4894.147385,95.77142857,56.74285714,621.0554285
E06,Ing5.3,1545.601792,62.27665588,24.69103339,4054.568275,93.37365238,56.61320011,822.1613933
E07,Hira.2,1109.01276,61.0765062,27.72643253,4216.754304,90.57301294,51.84842884,822.5713401
E08,Hdac8.3,1388.899378,87.08222958,29.45787067,4850.439277,94.83997387,51.99216199,687.8496237
E09,Jhdm1d.3,1634.69236,83.11122115,18.11537458,5938.321451,94.67501958,61.62881754,525.6455417
E10,Ino80.3,1248.704148,92.41562626,26.95623342,4973.451139,93.70026525,37.76525199,440.9260653
E11,Hltf.3,1416.731211,86.37557342,28.63910422,5054.332511,94.83204134,48.66494401,750.9449826
