gene_name,gene_name2,interation,source_appearance,source_appearance_sqrt
ASH2L,CHD8,pp,27,5.196152422706632
BRCA1,PCMT1,pp,56,7.483314773547883
BRCA1,ERCC5,pp,56,7.483314773547883
EPC2,MORF4L1,pp,9,3.0
PCGF1,PCMT1,pp,20,4.47213595499958
BRCA1,GTF3C4,pp,56,7.483314773547883
BRCA1,HDAC2,pp,56,7.483314773547883
BRPF1,ING4,pp,6,2.449489742783178
CBX1,PCGF6,pp,28,5.291502622129181
EHMT2,JARID2,pp,35,5.916079783099616
BAZ1A,BAZ1B,pp,13,3.605551275463989
CBX1,HDAC2,pp,28,5.291502622129181
EZH1,RBBP7,pp,14,3.7416573867739413
PAXIP1,RBBP7,pp,16,4.0
ASH1L,MORF4L1,pp,1,1.0
CBX7,PCGF6,pp,14,3.7416573867739413
BRD1,CHD5,pp,8,2.8284271247461903
ATM,BRCA1,pp,23,4.795831523312719
CBX7,HDAC2,pp,14,3.7416573867739413
BRPF1,ING5,pp,6,2.449489742783178
BPTF,BRCA1,pp,11,3.3166247903554
BRD1,PBRM1,pp,8,2.8284271247461903
BRCA1,CBX1,pp,56,7.483314773547883
BRCA1,MORF4L1,pp,56,7.483314773547883
HDAC2,SATB1,pp,78,8.831760866327848
HDAC2,MORF4L1,pp,78,8.831760866327848
CBX1,TRIM24,pp,28,5.291502622129181
HDAC2,PCGF6,pp,78,8.831760866327848
EHMT2,EZH1,pp,35,5.916079783099616
TRIM24,TRIM33,pp,9,3.0
DMAP1,ING3,pp,18,4.242640687119285
CBX7,PCGF1,pp,14,3.7416573867739413
CBX4,PCGF1,pp,26,5.0990195135927845
BPTF,RBBP7,pp,11,3.3166247903554
PAXIP1,RBBP5,pp,16,4.0
ASH2L,RBBP5,pp,27,5.196152422706632
CBX4,DNMT3A,pp,26,5.0990195135927845
BAZ1B,ING3,pp,15,3.872983346207417
RNF20,UBE2B,pp,9,3.0
DMAP1,EPC2,pp,18,4.242640687119285
BRCA1,HLTF,pp,56,7.483314773547883
EP400,MORF4L1,pp,23,4.795831523312719
JARID2,RBBP7,pp,13,3.605551275463989
NCOR1,TRIM33,pp,34,5.830951894845301
BRCA1,RBBP7,pp,56,7.483314773547883
EZH1,ZMYND11,pp,14,3.7416573867739413
CHD8,RBBP5,pp,8,2.8284271247461903
DNMT3A,EHMT2,pp,19,4.358898943540674
EPC2,ING3,pp,9,3.0
ASH2L,PAXIP1,pp,27,5.196152422706632
CBX1,DNMT3A,pp,28,5.291502622129181
CHD5,HDAC2,pp,13,3.605551275463989
EP400,PBRM1,pp,23,4.795831523312719
CBX4,PCGF6,pp,26,5.0990195135927845
HDAC2,HDAC7,pp,78,8.831760866327848
BRD1,ING4,pp,8,2.8284271247461903
DMAP1,EP400,pp,18,4.242640687119285
EP400,EPC2,pp,23,4.795831523312719
MORF4L1,RBBP7,pp,24,4.898979485566356
CHD5,RBBP7,pp,13,3.605551275463989
EP400,ZMYND11,pp,23,4.795831523312719
BPTF,NCOR1,pp,11,3.3166247903554
HDAC2,RBBP7,pp,78,8.831760866327848
ING4,PCGF1,pp,12,3.4641016151377544
BRD3,DMAP1,pp,6,2.449489742783178
ING3,MORF4L1,pp,15,3.872983346207417
EZH1,JARID2,pp,14,3.7416573867739413
EP400,HDAC2,pp,23,4.795831523312719
BRCA1,CARM1,pp,56,7.483314773547883
BRD1,ING5,pp,8,2.8284271247461903
NCOR1,ZMYND11,pp,34,5.830951894845301
DMAP1,MORF4L1,pp,18,4.242640687119285
BAZ1A,NCOR1,pp,13,3.605551275463989
EP400,ING3,pp,23,4.795831523312719
BAZ1A,SATB1,pp,13,3.605551275463989
ASH2L,BRCA1,pp,27,5.196152422706632
CARM1,DOT1L,pp,24,4.898979485566356
EHMT2,HDAC2,pp,35,5.916079783099616
CBX4,SATB1,pp,26,5.0990195135927845
GTF2B,NCOR1,pp,8,2.8284271247461903
BRCA1,RBBP5,pp,56,7.483314773547883
ATM,RNF20,pp,23,4.795831523312719
HDAC7,NCOR1,pp,11,3.3166247903554
HDAC2,JARID2,pp,78,8.831760866327848
BRCA1,TRIM24,pp,56,7.483314773547883
CBX1,EHMT2,pp,28,5.291502622129181
BRCA1,CHD9,pp,56,7.483314773547883
