"dataSet","mean_control1","mean_control2","mean_control3","sd_control1","sd_control2","sd_control3"
"Amt_CD103GeoMean_100U_shRNA.csv","NaN","40.3721188028333","27.0003963271167",NA,"15.3379639625899","25.4866609892546"
"Amt_CD103GeoMean_10U_shRNA.csv","NaN","583.235465733","563.090310826667",NA,"370.75375082322","337.228978761586"
"Amt_CD103Percentage_100U_shRNA.csv","2.53259825678333","2.39864544028333","2.11556445298333","4.68786386393587","2.43760899363037","2.54361671508115"
"Amt_CD103Percentage_10U_shRNA.csv","44.6778746342667","54.5837902196667","56.9580451618333","15.053440871027","14.3427781781568","13.3905761090179"
"Amt_CD25GeoMean_100U_shRNA.csv","2455.04883942","3948.88812974167","3636.88257493167","1968.35773010374","1852.7740931406","1534.54473577286"
"Amt_CD25GeoMean_10U_shRNA.csv","257.33646729","263.378481561167","213.551002766333","134.627450228031","195.711434508598","184.144448332097"
"Amt_CD44GeoMean_100U_shRNA.csv","2372.71269218","4543.9288069","3375.59349195","790.458133507931","1115.78413642384","1080.83773102331"
"Amt_CD44GeoMean_10U_shRNA.csv","758.017303876667","2185.19610123833","1484.08971763333","210.136997098625","414.287528297333","314.344139176491"
"Amt_CD62LPercentage_100U_shRNA.csv","25.6614388989833","20.7965691120167","24.0238689041167","13.9889826069854","7.67938010345538","18.9592877599708"
"Amt_CD62LPercentage_10U_shRNA.csv","27.0224087506667","39.2233141761667","38.0498109895","8.50131075818401","13.8066390038579","16.2575579335682"
"Amt_CXCR3GeoMean_100U_shRNA.csv","230.741821007133","447.5159055075","568.449116483667","301.31756966034","757.582678408605","950.020540384532"
"Amt_CXCR3GeoMean_10U_shRNA.csv","2926.64253087167","8265.253380825","5219.51661249833","1399.17688332089","3233.75067545607","2450.92635054616"
"Amt_CXCR3Percentage_100U_shRNA.csv","20.2486780647","39.1019285876667","35.3078072288333","14.8115720282398","16.0842634464569","19.7567002853171"
"Amt_CXCR3Percentage_10U_shRNA.csv","81.2984813811667","95.7992294113333","88.3420230861667","18.0800590881259","7.20244386091948","16.2116895737055"
"Amt_Lag3GeoMean_100U_shRNA.csv","2133.22699672335","3325.40213416697","2503.87320086065","876.46206054638","1512.80446089555","1167.04290227665"
